8, 24.000, 23.875 
9, 24.250, 23.875 
10, 24.250, 23.875 
11, 24.500, 23.875 
12, 24.500, 23.875 
13, 24.750, 23.875 
14, 24.750, 23.875 
15, 25.250, 23.812 
16, 25.500, 23.875 
17, 25.750, 23.875 
18, 26.250, 23.875 
19, 26.500, 23.875 
20, 27.000, 23.875 
21, 27.250, 23.875 
22, 27.750, 23.875 
23, 28.000, 23.875 
24, 28.500, 23.875 
25, 28.750, 23.875 
26, 29.250, 23.875 
27, 29.750, 23.875 
28, 30.250, 23.875 
29, 30.500, 23.875 
30, 31.000, 23.875 
31, 31.500, 23.875 
32, 32.000, 23.875 
33, 32.500, 23.875 
34, 33.000, 23.875 
35, 33.500, 23.875 
36, 34.250, 23.875 
37, 34.750, 23.875 
38, 35.250, 23.875 
39, 35.750, 23.875 
40, 36.500, 23.938 
41, 37.250, 23.875 
42, 37.750, 23.938 
43, 38.250, 23.938 
44, 38.750, 23.875 
45, 39.500, 23.938 
46, 40.000, 23.938 
47, 40.750, 23.938 
48, 41.250, 23.875 
49, 41.750, 23.938 
50, 42.500, 23.875 
51, 43.000, 23.938 
52, 43.750, 23.875 
53, 44.250, 23.875 
54, 45.000, 23.938 
55, 45.500, 23.938 
56, 46.250, 23.875 
57, 46.750, 23.938 
58, 47.500, 23.938 
59, 48.250, 23.938 
60, 49.000, 23.938 
61, 49.500, 23.938 
62, 50.250, 23.875 
63, 50.750, 23.875 
64, 51.250, 23.938 
65, 51.750, 23.938 
66, 52.000, 23.938 
67, 52.750, 23.938 
68, 53.250, 23.875 
69, 54.250, 23.938 
70, 55.000, 23.938 
71, 55.750, 23.938 
72, 56.500, 23.938 
73, 57.250, 23.938 
74, 58.000, 23.938 
75, 58.750, 23.938 
76, 59.250, 23.938 
77, 59.750, 23.875 
78, 60.250, 23.938 
79, 60.750, 23.938 
80, 61.250, 23.938 
81, 61.750, 23.938 
82, 62.250, 23.938 
83, 63.000, 23.938 
84, 63.750, 23.938 
85, 64.500, 24.000 
86, 65.250, 23.938 
87, 66.000, 23.938 
88, 66.500, 23.938 
89, 67.500, 23.938 
90, 68.500, 23.938 
91, 69.500, 23.938 
92, 70.000, 23.938 
93, 70.750, 23.938 
94, 71.250, 23.938 
95, 72.000, 23.938 
96, 72.750, 23.938 
97, 73.750, 23.938 
98, 74.500, 23.938 
99, 75.000, 23.938 
100, 75.750, 24.000 
101, 76.500, 23.938 
102, 77.000, 23.938 
103, 77.750, 23.938 
104, 78.500, 23.938 
105, 79.500, 23.938 
106, 80.500, 23.938 
107, 81.000, 23.938 
108, 82.000, 23.938 
109, 82.250, 23.938 
110, 82.750, 23.938 
111, 83.500, 23.938 
112, 84.250, 23.938 
113, 85.000, 23.875 
114, 85.750, 23.938 
115, 86.750, 23.938 
116, 87.500, 23.938 
117, 88.250, 23.938 
118, 89.000, 23.938 
119, 89.750, 23.938 
120, 90.500, 23.938 
121, 91.500, 23.938 
122, 92.000, 23.938 
123, 92.250, 23.938 
124, 92.750, 23.875 
125, 93.500, 24.000 
126, 94.250, 23.938 
127, 95.250, 23.938 
128, 96.250, 23.938 
129, 97.000, 23.938 
130, 97.750, 24.000 
